ID,Q201601_MILES,Q201601_SPONSORS,Q201602_MILES,Q201602_SPONSORS,Q201603_MILES,Q201603_SPONSORS,Q201604_MILES,Q201604_SPONSORS,FLAG,MILES201601GROCERY,MILES201602GROCERY,MILES201603GROCERY,MILES201604GROCERY,MILES201601CREDIT_CARD,MILES201602CREDIT_CARD,MILES201603CREDIT_CARD,MILES201604CREDIT_CARD,MILES201601OTHER,MILES201602OTHER,MILES201603OTHER,MILES201604OTHER,PROGRAM_TIER,PROVINCE,EMAIL_OPTIN,DEC_2016_ACCOUNT_BALANCE
13317,138,3,133,4,141,3,144,4,0,82,83,92,82,0,0,0,0,56,50,49,62,G,NS,N,293
13318,130,3,133,5,129,5,121,4,0,125,115,101,111,0,0,0,0,5,18,28,10,G,QC,Y,1423
13321,53,4,11,6,12,3,20,7,0,51,3,5,12,0,0,0,0,2,8,7,8,B,AB,Y,2815
13322,260,4,360,3,467,5,315,3,0,13,20,21,12,242,334,425,297,5,6,21,6,G,BC,N,10853
13323,17,1,33,2,16,5,29,4,0,0,0,9,2,0,0,0,0,17,33,7,27,B,ON,Y,6630
13325,22,2,15,3,24,3,24,2,0,1,2,4,0,0,0,0,0,21,13,20,24,B,SK,Y,4260
13326,163,5,268,6,163,7,174,6,0,29,33,31,38,0,0,0,0,134,235,132,136,G,NS,Y,947
13328,32,1,160,2,87,3,156,1,0,0,0,2,0,32,160,84,156,0,0,1,0,B,SK,Y,1010
13331,53,3,25,4,22,4,33,4,0,18,3,5,6,0,0,0,0,35,22,17,27,B,NB,N,37
13332,31,3,28,4,21,2,29,2,1,14,12,11,16,0,0,0,0,17,16,10,13,B,NS,N,4670
13333,124,3,356,4,192,4,148,3,0,0,0,2,4,106,339,173,142,18,17,17,2,G,BC,N,11771
13334,241,3,109,6,76,2,133,4,0,0,1,0,2,238,97,68,108,3,11,8,23,B,NB,N,4134
13335,401,4,1169,2,1946,9,1296,6,0,152,162,142,189,246,1007,1765,1071,3,0,39,36,O,AB,N,8803
13336,19,1,15,2,23,3,25,2,0,19,11,21,25,0,0,0,0,0,4,2,0,B,AB,Y,151
13337,32,3,66,3,30,3,27,3,1,16,32,15,8,9,32,13,14,7,2,2,5,B,AB,Y,597
13340,75,5,81,4,75,6,86,5,0,32,42,45,56,0,0,0,0,43,39,30,30,G,NS,Y,304
13341,260,6,222,7,250,8,330,6,0,97,98,87,104,67,35,66,106,96,89,97,120,G,NS,N,6651
13342,39,2,346,2,173,3,72,2,0,13,17,14,38,26,329,84,34,0,0,75,0,G,ON,Y,1284
13346,82,3,48,2,22,2,34,1,0,9,7,4,0,73,41,18,34,0,0,0,0,B,QC,Y,5980
13347,55,5,66,3,20,5,56,5,0,13,0,8,11,0,0,0,0,42,66,12,45,B,AB,N,7306
13348,24,1,56,2,24,2,21,1,0,0,0,1,0,0,0,0,0,24,56,23,21,B,ON,Y,217
13350,151,3,53,3,77,2,275,2,1,48,33,27,41,100,19,50,234,3,1,0,0,B,BC,Y,5976
13352,162,5,211,6,208,5,378,5,0,79,76,89,47,60,83,107,314,23,52,12,17,G,QC,Y,501
13353,229,6,473,6,323,8,368,7,0,28,29,23,24,195,412,277,305,6,32,23,39,G,AB,Y,1818
13354,49,1,31,2,36,2,54,1,0,49,29,35,54,0,0,0,0,0,2,1,0,G,AB,Y,2717
13355,73,4,104,7,53,4,97,6,0,42,72,49,54,0,0,0,0,31,32,4,43,B,NB,Y,829
13356,179,5,354,7,322,5,91,6,1,55,68,63,56,108,186,243,11,16,100,16,24,G,MB,N,839
13358,85,3,45,6,55,7,48,4,1,0,2,2,3,0,0,0,0,85,43,53,45,B,AB,Y,4936
13359,58,2,139,4,54,4,90,3,1,58,44,42,85,0,0,0,0,0,95,12,5,G,AB,Y,2459
13360,159,3,13,4,12,1,11,3,1,156,8,12,9,0,0,0,0,3,5,0,2,G,BC,Y,1213
13361,102,1,143,4,15,4,49,4,1,0,1,3,1,0,0,0,0,102,142,12,48,B,AB,Y,931
13362,61,3,34,3,50,2,36,1,1,39,32,46,36,0,0,0,0,22,2,4,0,B,AB,Y,1912
13364,30,5,537,3,241,2,178,3,0,24,19,32,29,3,517,209,115,3,1,0,34,G,AB,Y,3743
13366,78,4,59,2,53,3,43,6,1,19,55,45,18,0,0,0,0,59,4,8,25,G,SK,Y,2020
13367,167,5,142,5,136,4,130,5,0,134,112,114,102,0,0,0,0,33,30,22,28,G,SK,Y,1329
13369,444,4,665,5,1048,6,1144,4,0,2,5,8,0,440,658,1012,1140,2,2,28,4,G,BC,Y,8288
13370,411,7,379,5,316,4,241,5,1,277,240,185,115,0,0,0,0,134,139,131,126,G,AB,Y,6506
13371,43,3,43,3,53,2,73,5,0,26,16,13,35,0,0,0,0,17,27,40,38,B,SK,Y,2090
13372,181,5,199,5,133,6,116,5,0,121,150,75,76,0,0,0,0,60,49,58,40,G,AB,N,2977
13374,170,3,248,3,242,2,110,2,0,0,0,0,0,168,245,242,110,2,3,0,0,B,BC,Y,2009
13375,14,2,87,2,19,3,20,2,0,13,86,16,19,0,0,0,0,1,1,3,1,B,BC,Y,207
13376,33,2,18,2,13,2,13,3,1,27,11,10,9,0,0,0,0,6,7,3,4,B,BC,N,163
13377,63,5,116,7,85,6,117,7,0,41,34,26,55,0,0,0,0,22,82,59,62,G,AB,N,3958
13378,267,6,282,7,239,5,183,5,0,158,143,143,96,0,0,0,0,109,139,96,87,G,AB,Y,5543
13379,28,2,21,1,40,2,30,3,0,3,0,4,1,0,0,0,0,25,21,36,29,B,ON,Y,1039
13380,96,5,50,3,48,4,134,5,0,19,24,14,16,0,0,0,0,77,26,34,118,G,ON,N,341
13381,23,3,16,2,21,3,31,3,0,0,0,7,3,0,0,0,0,23,16,14,28,B,MB,Y,4280
13382,79,3,83,4,45,3,101,3,0,49,39,25,54,0,0,0,0,30,44,20,47,B,MB,N,974
13383,43,2,36,3,40,3,37,2,0,43,34,37,37,0,0,0,0,0,2,3,0,G,BC,N,26
13384,562,5,2512,5,749,3,680,4,0,9,10,20,8,497,2431,687,630,56,71,42,42,G,AB,Y,6560
13385,22,5,33,4,56,5,76,7,0,14,23,36,31,0,0,0,0,8,10,20,45,B,PE,Y,248
13387,75,3,104,2,33,3,64,4,0,73,103,26,52,0,0,0,0,2,1,7,12,G,ON,Y,10556
13388,2635,7,3046,5,2653,7,2817,6,0,18,18,6,18,2599,2998,2627,2771,18,30,20,28,O,ON,Y,38125
13389,20,3,122,4,16,2,44,3,0,0,15,5,4,0,0,0,0,20,107,11,40,B,AB,Y,4099
13390,70,3,101,4,160,7,75,5,1,60,100,10,58,0,0,0,0,10,1,150,17,G,AB,Y,3023
13391,69,6,32,3,20,4,34,6,0,27,30,15,24,0,0,0,0,42,2,5,10,B,AB,Y,1506
13392,427,3,475,3,389,4,798,5,0,23,19,26,37,404,456,359,757,0,0,4,4,G,?,Y,743
13393,155,3,63,5,25,3,34,5,1,144,52,17,17,0,0,0,0,11,11,8,17,G,SK,Y,6813
13394,43,2,250,1,12,1,32,1,0,33,250,12,32,0,0,0,0,10,0,0,0,B,BC,N,4998
13396,100,5,134,6,138,6,180,7,0,63,88,93,110,0,0,0,0,37,46,45,70,O,NS,N,9738
13397,28,2,26,3,26,3,38,5,0,0,0,0,1,0,0,0,0,28,26,26,37,B,NB,Y,627
13400,103,7,165,8,101,3,167,5,0,41,38,86,123,0,0,0,0,62,127,15,44,G,NS,Y,1754
13401,161,4,128,7,302,6,188,6,0,94,80,91,83,0,0,0,0,67,48,211,105,G,NS,Y,3988
13402,134,8,97,8,77,6,113,9,0,41,38,27,54,0,0,0,0,93,59,50,59,B,NB,Y,3518
13404,47,6,226,5,37,6,39,4,1,2,1,1,2,0,0,0,0,45,225,36,37,B,NS,N,170
13406,15,3,15,2,15,1,35,3,0,13,14,15,31,0,0,0,0,2,1,0,4,B,NS,N,767
13408,35,3,46,4,41,4,20,3,1,2,4,7,1,0,0,0,0,33,42,34,19,B,NS,N,3446
13409,39,6,63,5,60,6,56,4,0,21,45,49,46,0,0,0,0,18,18,11,10,B,NS,Y,1060
13410,152,7,183,6,116,6,202,6,0,39,22,18,40,91,142,88,134,22,19,10,28,B,NS,N,1132
13411,46,6,42,5,71,4,51,4,0,2,4,13,16,0,0,0,0,44,38,58,35,B,NB,Y,1544
13412,23,3,37,4,28,3,29,3,0,6,2,2,4,8,21,20,14,9,14,6,11,B,NS,N,328
13414,22,2,47,3,43,4,11,2,0,16,28,24,5,0,0,0,0,6,19,19,6,B,NS,N,172
13416,40,4,48,5,44,7,65,6,0,29,25,32,44,0,0,0,0,11,23,12,21,B,NS,N,5988
13417,64,4,38,4,96,6,71,6,0,38,15,46,46,0,0,0,0,26,23,50,25,B,NB,Y,5120
13418,55,6,47,7,67,7,87,5,0,4,1,5,11,0,0,0,0,51,46,62,76,B,NS,N,1562
13421,42,4,18,3,24,2,39,4,1,3,9,6,6,0,0,0,0,39,9,18,33,B,NS,Y,281
13422,93,4,99,5,186,6,50,5,1,31,34,46,19,0,0,0,0,62,65,140,31,B,ON,N,302
13423,42,6,23,5,40,4,19,5,1,6,4,11,10,0,0,0,0,36,19,29,9,B,NS,N,1459
13424,52,5,63,6,72,9,99,5,0,29,24,18,23,1,9,16,47,22,30,38,29,G,NS,N,6889
13425,62,4,54,4,73,4,92,5,0,6,4,4,10,0,0,0,0,56,50,69,82,B,NS,Y,663
13427,63,4,78,4,99,4,111,5,0,3,1,4,13,0,0,0,0,60,77,95,98,B,ON,Y,1267
13429,66,5,68,5,80,4,89,5,0,0,2,0,4,0,0,0,0,66,66,80,85,B,NS,N,2425
13431,91,5,121,5,103,7,82,6,0,50,48,58,46,12,51,6,0,29,22,39,36,G,NS,Y,4000
13432,66,3,43,5,20,3,22,5,1,52,37,13,12,0,0,0,0,14,6,7,10,B,MB,N,910
13433,21,1,154,6,19,3,41,4,1,0,106,2,2,0,0,0,0,21,48,17,39,B,SK,Y,2993
13434,39,3,24,2,15,3,16,3,1,38,24,14,15,0,0,0,0,1,0,1,1,B,SK,N,3483
13435,1179,3,1317,3,1225,4,1414,4,0,112,244,81,128,1022,1029,1097,1237,45,44,47,49,O,AB,Y,9473
13436,18,2,15,2,32,2,47,3,0,18,15,32,39,0,0,0,0,0,0,0,8,B,AB,N,1715
13437,80,5,34,4,62,5,62,4,0,13,6,13,7,0,0,0,0,67,28,49,55,B,BC,Y,952
13438,152,4,63,4,52,3,117,4,0,146,50,31,104,0,0,0,0,6,13,21,13,G,AB,N,3256
13440,135,1,94,2,157,4,25,4,1,0,2,0,4,135,92,147,16,0,0,10,5,B,MB,Y,2558
13442,46,2,33,3,43,4,27,2,1,40,23,28,26,0,0,0,0,6,10,15,1,G,BC,N,2710
13443,437,2,527,2,520,1,455,2,1,1,0,0,2,436,526,520,453,0,1,0,0,G,AB,N,5091
13444,108,3,110,2,54,4,70,2,0,102,99,47,64,0,0,0,0,6,11,7,6,G,BC,Y,289
13446,133,5,160,7,131,6,121,5,1,44,73,83,45,0,0,0,0,89,87,48,76,G,?,N,2241
13447,38,2,66,2,91,2,94,2,0,1,0,0,0,0,27,52,56,37,39,39,38,B,AB,N,2979
13449,238,3,571,3,424,4,266,3,0,225,545,399,219,0,0,0,0,13,26,25,47,O,AB,N,5673
13450,209,1,59,1,176,1,90,1,0,0,0,0,0,209,59,176,90,0,0,0,0,B,AB,N,1791
13452,303,6,147,6,167,6,176,5,0,83,83,72,89,156,4,26,5,64,60,69,82,G,ON,Y,10734
13453,238,7,217,7,211,7,177,6,0,4,13,6,15,218,185,184,148,16,19,21,14,G,AB,Y,5476
13455,312,5,112,3,100,2,110,2,1,301,109,99,109,0,0,0,0,11,3,1,1,G,AB,Y,3072
13456,21,1,20,1,23,1,16,1,1,0,0,0,0,21,20,23,16,0,0,0,0,B,AB,N,5878
13459,23,2,17,2,24,4,30,4,0,22,14,7,22,0,0,0,0,1,3,17,8,B,BC,Y,8334
13460,28,2,40,1,34,1,38,3,1,13,40,34,9,0,0,0,0,15,0,0,29,B,ON,Y,1709
13461,33,3,21,3,22,3,24,2,0,30,14,11,16,2,6,9,8,1,1,2,0,B,SK,Y,1781
13462,119,1,179,2,97,3,276,2,0,0,0,1,0,119,176,95,275,0,3,1,1,B,QC,N,4827
13463,1240,4,1400,5,3039,5,2003,6,0,73,70,55,75,1163,1322,2972,1915,4,8,12,13,O,QC,N,6997
13464,530,3,396,3,337,3,437,2,0,0,0,0,0,525,387,334,434,5,9,3,3,G,ON,N,2140
13466,110,1,97,1,52,1,71,1,1,0,0,0,0,110,97,52,71,0,0,0,0,B,ON,N,1085
13468,35,5,26,4,22,5,27,4,0,20,20,6,10,0,0,0,0,15,6,16,17,B,NS,Y,628
13470,94,3,111,3,142,4,181,4,0,3,7,5,6,91,104,133,168,0,0,4,7,B,ON,N,9564
13471,163,3,238,3,371,2,348,6,0,0,0,0,2,158,233,365,326,5,5,6,20,G,ON,Y,930
13472,27,2,18,1,12,2,17,3,0,0,0,0,2,27,18,12,15,0,0,0,0,B,ON,N,943
13473,510,1,216,1,296,2,193,2,1,0,0,0,0,510,216,295,192,0,0,1,1,G,QC,Y,87896
13475,92,4,151,3,91,3,167,2,0,1,0,0,2,89,148,84,165,2,3,7,0,B,SK,N,7341
13476,114,5,47,2,33,3,12,2,1,86,47,24,11,0,0,0,0,28,0,9,1,B,SK,N,5209
13477,19,6,18,3,28,4,39,4,0,7,6,13,6,7,8,9,24,5,4,6,9,B,QC,N,751
13478,146,8,101,7,32,4,32,5,1,5,4,3,4,96,64,20,9,45,33,9,19,B,ON,N,6609
13479,84,5,64,4,52,2,78,3,0,67,56,42,69,0,0,0,0,17,8,10,9,G,ON,Y,9606
13480,129,1,391,1,261,1,212,1,0,0,0,0,0,129,391,261,212,0,0,0,0,B,SK,N,15896
13481,67,6,76,4,66,5,66,5,0,11,13,11,6,0,0,0,0,56,63,55,60,B,ON,N,5174
13482,568,4,850,5,1150,3,813,5,0,180,14,33,5,385,828,1113,792,3,8,4,16,G,BC,Y,14518
13484,17,2,22,3,21,4,20,3,0,0,13,2,13,0,0,0,0,17,9,19,7,B,ON,Y,866
13486,121,5,91,4,94,7,137,6,0,53,26,13,52,0,0,0,3,68,65,81,82,G,ON,N,3124
13487,161,1,107,1,90,1,71,1,0,0,0,0,0,161,107,90,71,0,0,0,0,B,BC,N,5218
13488,50,4,67,8,92,6,107,8,0,23,45,75,77,0,0,0,0,27,22,17,30,B,NB,Y,728
13489,64,2,63,4,36,3,30,3,1,53,42,29,25,0,0,0,0,11,21,7,5,B,QC,N,1300
13490,42,2,291,1,205,1,289,3,0,0,0,0,0,0,0,0,0,42,291,205,289,G,BC,N,5559
13491,66,2,344,2,591,1,768,1,0,58,0,0,0,0,293,591,768,8,51,0,0,G,AB,Y,6871
13493,292,6,456,5,411,4,584,5,0,92,103,94,107,187,341,304,459,13,12,13,18,G,NB,Y,10768
13494,35,4,24,4,562,5,19,3,1,0,0,0,0,0,0,0,0,35,24,562,19,B,ON,N,3558
13495,59,5,63,6,87,5,89,7,0,18,23,50,9,0,0,0,0,41,40,37,80,B,ON,Y,3450
13496,275,3,173,7,310,7,1175,7,0,31,34,56,47,240,118,207,1102,4,21,47,26,G,BC,Y,10359
13497,712,6,907,4,448,5,658,8,0,2,0,8,6,682,887,423,611,28,20,17,41,G,ON,Y,27482
13498,379,2,466,4,539,4,516,4,0,0,4,0,0,370,444,485,496,9,18,54,20,G,ON,Y,19374
13499,320,6,162,4,140,7,127,7,0,12,3,7,3,119,95,55,75,189,64,78,49,G,ON,Y,1489
13500,259,4,45,5,110,5,277,4,1,0,1,0,0,217,5,60,211,42,39,50,66,G,ON,Y,5368
13501,17,4,12,3,17,3,27,3,1,14,6,11,12,0,0,0,0,3,6,6,15,B,ON,N,1508
13502,164,6,198,8,140,9,230,5,1,70,115,108,88,0,0,0,0,94,83,32,142,G,AB,N,10178
13503,133,3,148,2,170,3,86,3,0,23,19,21,20,109,129,147,64,1,0,2,2,B,ON,Y,123
13504,628,6,682,5,990,4,675,6,1,1,0,6,1,619,637,979,669,8,45,5,5,G,ON,N,8991
13505,53,1,43,1,148,2,199,1,0,0,0,8,0,53,43,140,199,0,0,0,0,B,BC,N,7671
13506,118,2,178,2,395,1,12,3,1,2,9,0,7,116,169,395,0,0,0,0,5,B,QC,N,11410
13507,75,1,63,1,54,2,67,2,0,75,63,52,66,0,0,0,0,0,0,2,1,B,SK,Y,6493
13508,789,4,1612,3,886,5,1149,6,0,1,0,2,3,557,584,544,682,231,1028,340,464,G,ON,N,4941
13509,42,5,76,7,50,8,63,5,0,7,11,12,11,0,0,0,0,35,65,38,52,B,NB,N,261
13510,64,1,98,1,67,1,151,1,0,0,0,0,0,64,98,67,151,0,0,0,0,B,BC,N,4962
13512,916,5,1279,9,1470,12,1503,7,0,31,19,56,73,837,992,1195,1374,48,268,219,56,O,BC,N,6402
13513,65,2,47,3,16,1,20,3,0,0,0,0,0,0,0,0,0,65,47,16,20,B,BC,N,461
13515,688,5,258,6,703,4,712,3,0,25,19,8,5,655,223,689,704,8,16,6,3,G,ON,N,1400
13516,30,1,36,1,34,1,44,1,0,0,0,0,0,0,0,0,0,30,36,34,44,B,AB,N,1759
13518,183,3,111,2,247,1,115,1,0,12,13,0,0,170,98,247,115,1,0,0,0,G,AB,N,17545
13520,180,2,198,2,173,2,93,2,0,79,88,25,53,101,110,148,40,0,0,0,0,G,ON,N,8247
13521,940,7,1575,6,3317,11,1979,8,0,6,4,15,8,850,1525,3219,1881,84,46,83,90,O,ON,Y,1518
13522,50,6,35,5,23,4,38,5,1,39,26,18,35,7,6,0,0,4,3,5,3,B,NL,Y,1649
13523,61,2,65,4,96,2,86,2,0,57,59,93,84,4,0,0,0,0,6,3,2,G,ON,N,3496
13524,389,1,340,2,292,2,419,2,0,0,0,0,0,0,0,0,0,389,340,292,419,G,BC,N,22090
13525,17,2,27,2,18,2,17,1,0,0,0,1,0,0,0,0,0,17,27,17,17,B,ON,Y,4267
13526,674,2,163,4,57,2,156,4,1,42,35,26,39,632,120,31,114,0,8,0,3,G,AB,Y,383
13527,16,2,86,4,68,2,116,2,0,16,26,8,12,0,39,60,104,0,21,0,0,B,AB,N,3587
13529,198,4,182,3,861,6,232,4,0,77,73,92,86,95,85,629,117,26,24,140,29,G,ON,Y,1009
13532,171,2,197,8,92,7,57,9,1,0,10,17,8,171,160,30,19,0,27,45,30,G,ON,N,4414
13533,68,3,73,6,83,5,115,3,0,65,64,78,104,0,0,0,0,3,9,5,11,G,ON,Y,1209
13536,24,2,18,3,13,3,11,3,1,23,15,11,4,0,0,0,0,1,3,2,7,B,AB,N,3549
13537,19,1,20,2,36,2,26,1,0,0,1,3,0,0,0,0,0,19,19,33,26,B,ON,N,2158
13538,111,1,171,4,161,3,290,4,0,0,0,0,0,111,164,148,283,0,7,13,7,B,QC,Y,4574
13539,350,2,553,2,483,2,486,3,0,81,77,78,85,269,476,405,400,0,0,0,1,G,BC,Y,10911
13540,1434,6,1172,6,1895,5,1433,8,0,53,63,46,68,1321,1047,1796,1303,60,62,53,62,O,NL,Y,16017
13541,674,4,1033,4,551,3,813,3,0,3,17,1,8,653,898,539,791,18,118,11,14,G,?,N,2048
13544,367,7,311,4,503,7,225,6,0,24,65,58,59,319,231,411,147,24,15,34,19,G,ON,Y,16275
13546,119,6,256,4,263,6,207,6,0,24,35,36,43,0,0,0,0,95,221,227,164,G,NS,Y,516
13547,21,3,35,2,41,5,65,4,0,17,33,30,61,0,0,0,0,4,2,11,4,B,QC,Y,2835
13548,898,4,1651,5,1719,7,152,5,1,42,54,60,24,850,1317,1428,48,6,280,231,80,G,QC,Y,3896
13549,38,2,47,2,43,2,47,5,0,19,22,31,11,0,0,0,0,19,25,12,36,B,NB,Y,411
13550,143,1,250,1,150,1,294,2,1,0,0,0,0,143,250,150,293,0,0,0,1,B,AB,N,6291
13552,192,3,99,4,51,5,37,5,1,163,57,32,32,0,0,0,0,29,42,19,5,O,AB,N,133
13553,855,7,573,7,200,6,1370,8,1,273,143,113,108,0,333,0,1197,582,97,87,65,G,MB,Y,6344
13554,16,3,19,2,15,1,26,3,0,0,0,0,8,0,0,0,0,16,19,15,18,B,ON,N,4286
13555,227,1,330,3,305,3,275,4,0,0,8,7,14,227,321,298,260,0,1,0,1,G,SK,Y,1663
13556,213,4,301,3,128,4,230,4,1,23,1,7,2,184,295,113,224,6,5,8,4,G,BC,Y,3461
13557,58,4,32,4,49,4,24,4,1,15,16,33,19,0,0,0,0,43,16,16,5,G,AB,N,2350
13559,13,1,20,2,14,2,23,4,1,0,0,0,14,13,19,0,5,0,1,14,4,G,AB,Y,15457
13560,171,5,297,6,227,5,167,4,0,164,232,218,161,0,0,0,0,7,65,9,6,G,AB,N,2797
13561,455,3,467,2,368,3,217,6,0,0,0,3,5,431,458,363,198,24,9,2,14,G,AB,Y,19338
13562,56,3,57,5,47,2,81,5,1,43,17,43,52,0,0,0,0,13,40,4,29,G,AB,Y,1397
13563,60,3,72,2,80,3,78,3,0,59,72,77,77,0,0,0,0,1,0,3,1,B,AB,N,3585
13565,286,4,130,4,329,4,187,5,1,5,5,3,4,244,121,322,171,37,4,4,12,G,SK,Y,2024
13567,60,1,58,1,60,1,60,1,0,0,0,0,0,0,0,0,0,60,58,60,60,B,AB,N,350
13568,35,2,183,3,35,2,38,3,0,34,164,21,17,0,0,0,0,1,19,14,21,G,BC,N,6614
13570,50,2,26,2,24,2,28,2,0,0,0,0,0,0,0,0,0,50,26,24,28,B,ON,Y,4610
13577,22,4,16,5,20,5,29,4,1,5,4,15,11,0,0,0,0,17,12,5,18,B,BC,Y,764
13580,171,3,127,3,67,6,31,2,1,129,79,30,21,0,0,0,0,42,48,37,10,G,AB,Y,353
13581,24,1,37,2,46,3,31,2,0,24,30,34,26,0,0,0,0,0,7,12,5,G,AB,Y,2067
13582,48,3,62,3,29,3,13,2,1,16,25,14,6,0,0,0,0,32,37,15,7,G,MB,N,7721
13583,35,1,18,1,19,3,26,2,1,35,18,15,26,0,0,0,0,0,0,4,0,B,MB,N,4276
13584,35,5,22,4,24,3,31,4,0,29,18,19,24,0,0,0,0,6,4,5,7,B,AB,Y,1019
13585,28,3,23,2,14,2,19,3,0,18,18,11,7,6,5,3,3,4,0,0,9,B,SK,Y,5600
13586,30,3,25,1,26,3,29,3,0,28,25,22,23,0,0,0,0,2,0,4,6,B,BC,Y,2622
13587,159,3,233,3,209,3,122,2,0,0,0,0,0,135,204,182,113,24,29,27,9,G,BC,Y,1743
13588,115,3,97,3,86,2,77,2,0,69,76,70,61,0,0,0,0,46,21,16,16,G,BC,N,1778
13589,16,1,91,4,44,4,37,2,0,0,5,27,30,0,0,0,0,16,86,17,7,B,SK,N,628
13590,24,4,15,3,20,3,25,4,1,20,13,8,23,0,0,0,0,4,2,12,2,G,AB,Y,4636
13591,123,7,35,3,26,3,33,5,1,32,23,22,20,0,0,0,0,91,12,4,13,G,AB,Y,148
13593,24,1,24,1,30,1,65,1,0,24,24,30,65,0,0,0,0,0,0,0,0,B,BC,N,14080
13595,95,5,63,3,34,5,583,5,1,45,15,14,34,0,0,0,0,50,48,20,549,B,SK,Y,2597
13596,30,3,23,4,21,2,32,5,0,3,8,4,6,0,0,0,0,27,15,17,26,B,NS,N,969
13597,42,5,204,4,70,7,240,5,0,24,7,30,27,0,118,9,164,18,79,31,49,G,MB,Y,7062
13598,52,4,39,5,62,6,69,5,0,39,32,43,65,0,0,0,0,13,7,19,4,B,AB,N,5040
13599,31,3,29,2,45,4,35,3,0,29,29,38,29,0,0,0,0,2,0,7,6,G,SK,Y,3725
13601,43,2,37,2,86,3,38,3,0,42,36,52,33,0,0,0,0,1,1,34,5,B,MB,N,1320
13602,189,6,161,3,344,7,276,6,0,0,0,0,0,118,72,174,82,71,89,170,194,B,BC,Y,1806
13604,122,4,141,4,138,3,124,4,0,102,114,125,114,0,0,0,0,20,27,13,10,G,AB,Y,2770
13605,28,3,14,2,44,3,43,2,0,17,6,33,31,0,0,0,0,11,8,11,12,B,MB,N,957
13606,25,2,35,2,14,2,15,2,0,7,23,10,8,0,0,0,0,18,12,4,7,B,BC,N,4965
13607,138,5,108,5,110,4,154,5,1,130,105,106,141,0,0,0,0,8,3,4,13,G,AB,Y,9247
13608,503,3,543,3,808,3,570,2,0,30,33,43,35,471,509,763,535,2,1,2,0,G,AB,N,24447
13610,132,7,387,7,119,7,170,5,0,89,166,72,144,0,0,0,0,43,221,47,26,G,AB,Y,8431
13611,93,2,65,4,59,3,37,1,1,93,54,55,37,0,0,0,0,0,11,4,0,G,AB,N,1307
13612,260,7,260,5,250,5,157,7,0,243,232,142,138,0,0,0,0,17,28,108,19,O,AB,Y,1077
13613,18,1,19,1,26,1,17,2,1,18,19,26,15,0,0,0,0,0,0,0,2,B,AB,N,1821
13614,19,4,23,2,33,4,38,4,0,5,10,8,23,0,0,0,0,14,13,25,15,B,NL,Y,866
13615,52,2,17,1,12,1,18,1,1,24,17,12,18,0,0,0,0,28,0,0,0,B,BC,N,2477
13616,339,4,161,5,342,6,339,5,1,146,74,60,25,187,82,269,310,6,5,13,4,G,AB,N,12756
13618,24,2,22,2,29,2,16,2,1,24,22,29,13,0,0,0,0,0,0,0,3,B,ON,N,1123
13620,846,6,853,7,781,7,1153,5,0,9,8,6,5,828,830,766,1137,9,15,9,11,G,BC,N,11438
13623,570,7,799,8,133,6,547,5,0,29,69,28,59,531,701,92,474,10,29,13,14,G,AB,Y,10914
13624,73,5,129,4,138,5,98,5,0,52,101,104,83,12,9,26,6,9,19,8,9,B,BC,Y,2810
13625,20,3,30,4,17,2,25,4,0,0,2,0,0,0,0,0,0,20,28,17,25,B,AB,N,9824
13626,11,3,25,4,31,2,24,2,0,6,17,22,17,0,5,0,7,5,3,9,0,B,MB,Y,1044
13627,73,6,364,5,50,4,44,3,1,28,19,31,19,17,321,0,0,28,24,19,25,G,SK,N,11383
13628,1173,5,1077,4,1801,3,1548,4,0,13,17,24,22,1134,1030,1774,1450,26,30,3,76,O,BC,Y,10872
13629,21,2,16,2,21,1,24,1,0,17,15,21,24,0,0,0,0,4,1,0,0,B,AB,N,1275
13630,37,4,35,4,56,6,20,3,1,27,8,21,11,0,0,0,0,10,27,35,9,B,NB,Y,65
13632,177,4,73,2,59,2,49,2,1,153,39,25,43,4,34,34,6,20,0,0,0,G,MB,Y,6378
13633,143,6,123,6,134,5,151,5,0,82,41,54,50,46,78,67,57,15,4,13,44,G,AB,Y,15799
13634,114,3,126,4,90,3,85,3,0,92,103,69,63,0,0,0,0,22,23,21,22,G,AB,N,19139
13635,29,1,17,1,24,3,62,2,1,29,17,21,37,0,0,0,0,0,0,3,25,B,AB,N,3694
13636,52,3,83,3,34,4,66,3,0,21,29,15,18,0,0,0,0,31,54,19,48,G,AB,Y,1252
13637,94,4,102,4,81,4,75,4,0,38,27,32,33,55,73,48,39,1,2,1,3,B,AB,N,4534
13638,52,4,49,4,49,4,58,4,0,17,16,17,22,0,0,0,0,35,33,32,36,B,AB,Y,3515
13639,40,5,36,2,31,2,50,3,0,36,36,31,48,0,0,0,0,4,0,0,2,B,AB,N,1743
13640,118,1,11,2,66,5,28,1,1,118,10,18,28,0,0,0,0,0,1,48,0,B,BC,N,4615
13641,20,3,99,4,84,4,171,3,0,2,4,3,1,0,61,59,151,18,34,22,19,B,MB,Y,18742
13642,62,1,106,1,53,2,144,2,0,0,0,0,0,62,106,51,144,0,0,2,0,B,SK,Y,5478
13644,134,6,87,4,160,5,119,5,0,25,10,17,14,16,67,109,52,93,10,34,53,G,MB,Y,1911
13646,32,3,32,3,22,2,31,4,0,30,29,22,24,0,0,0,0,2,3,0,7,B,AB,Y,449
